_id,AnnoA,AteneoCOD,AteneoNOME,ClasseNUMERO,ClasseNOME,CorsoNOME,SedeC,SedeP,CorsoLingua
1572,2020/2021,2801,Padova,LM-56,Scienze dell'economia,Economics And Finance,PADOVA,PADOVA,inglese
1573,2020/2021,2801,Padova,LM-60,Scienze della natura,Scienze della Natura,PADOVA,PADOVA,""
1574,2020/2021,2801,Padova,LM-63,Scienze delle pubbliche amministrazioni,Scienze del Governo e Politiche Pubbliche,PADOVA,PADOVA,""
1575,2020/2021,2801,Padova,LM-64,Scienze delle religioni,Scienze delle Religioni,PADOVA,PADOVA,""
1576,2020/2021,2801,Padova,LM-65,Scienze dello spettacolo e produzione multimediale,Scienze dello Spettacolo e Produzione Multimediale,PADOVA,PADOVA,""
1577,2020/2021,2801,Padova,LM-66,Sicurezza informatica,Cybersecurity,PADOVA,PADOVA,inglese
1578,2020/2021,2801,Padova,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata,PADOVA,PADOVA,""
1579,2020/2021,2801,Padova,LM-69,Scienze e tecnologie agrarie,Scienze e Tecnologie Agrarie,LEGNARO,PADOVA,""
1580,2020/2021,2801,Padova,LM-69,Scienze e tecnologie agrarie,Sustainable Agriculture,LEGNARO,PADOVA,inglese
1581,2020/2021,2801,Padova,LM-70,Scienze e tecnologie alimentari,Scienze e Tecnologie Alimentari,LEGNARO,PADOVA,""
1582,2020/2021,2801,Padova,LM-70,Scienze e tecnologie alimentari,Italian Food And Wine,LEGNARO,PADOVA,inglese
1583,2020/2021,2801,Padova,LM-71,Scienze e tecnologie della chimica industriale,Chimica Industriale,PADOVA,PADOVA,""
1584,2020/2021,2801,Padova,LM-73,Scienze e tecnologie forestali ed ambientali,Scienze Forestali e Ambientali,LEGNARO,PADOVA,""
1585,2020/2021,2801,Padova,LM-73,Scienze e tecnologie forestali ed ambientali,Forest Science - Scienze Forestali,LEGNARO,PADOVA,inglese
1586,2020/2021,2801,Padova,LM-74,Scienze e tecnologie geologiche,Geologia e Geologia Tecnica,PADOVA,PADOVA,""
1587,2020/2021,2801,Padova,LM-75,Scienze e tecnologie per l'ambiente e il territorio,Scienze e Tecnologie per l'Ambiente e il Territorio,LEGNARO,PADOVA,""
1588,2020/2021,2801,Padova,LM-77,Scienze economico-aziendali,Economia e Diritto,PADOVA,PADOVA,""
1589,2020/2021,2801,Padova,LM-77,Scienze economico-aziendali,Business Administration,PADOVA,PADOVA,inglese
1590,2020/2021,2801,Padova,LM-77,Scienze economico-aziendali,Entrepreneurship And Innovation - Imprenditorialita' e Innovazione,PADOVA,PADOVA,inglese
1591,2020/2021,2801,Padova,LM-78,Scienze filosofiche,Scienze Filosofiche,PADOVA,PADOVA,""
1592,2020/2021,2801,Padova,LM-79,Scienze geofisiche,Geophysics For Natural Risks And Resources,PADOVA,PADOVA,inglese
1593,2020/2021,2801,Padova,LM-80,Scienze geografiche,Scienze per il Paesaggio,PADOVA,PADOVA,""
1594,2020/2021,2801,Padova,LM-81,Scienze per la cooperazione allo sviluppo,Local Development,PADOVA,PADOVA,inglese
1595,2020/2021,2801,Padova,LM-81,Scienze per la cooperazione allo sviluppo,"Sustainable Territorial Development – Climate Change, Diversity, Cooperation",PADOVA,PADOVA,""
1596,2020/2021,2801,Padova,LM-82,Scienze statistiche,Scienze Statistiche,PADOVA,PADOVA,""
1597,2020/2021,2801,Padova,LM-84,Scienze storiche,Scienze Storiche,PADOVA,PADOVA,"italiano, inglese"
1598,2020/2021,2801,Padova,LM-84,Scienze storiche,"Tecniche, Patrimonio, Territori dell'Industria - Techniques, Patrimoine, Territoires De l'Industrie",PADOVA,PADOVA,""
1599,2020/2021,2801,Padova,LM-85,Scienze pedagogiche,"Culture, Formazione e Societa' Globale",PADOVA,PADOVA,""
1600,2020/2021,2801,Padova,LM-88,Sociologia e ricerca sociale,"Culture, Formazione e Societa' Globale",PADOVA,PADOVA,""
1601,2020/2021,2801,Padova,LM-86,Scienze zootecniche e tecnologie  animali,Scienze e Tecnologie Animali,LEGNARO,PADOVA,""
1602,2020/2021,2801,Padova,LM-87,Servizio sociale e politiche sociali,Innovazione e Servizio Sociale,PADOVA,PADOVA,""
1603,2020/2021,2801,Padova,LM-89,Storia dell'arte,Storia dell'Arte,PADOVA,PADOVA,""
1604,2020/2021,2801,Padova,LM-90,Studi europei,European And Global Studies,PADOVA,PADOVA,inglese
1605,2020/2021,2801,Padova,LM-91,Tecniche e metodi per la societa dell'informazione,Data Science,PADOVA,PADOVA,inglese
1606,2020/2021,2801,Padova,LM-92,Teorie della comunicazione,Strategie di Comunicazione,PADOVA,PADOVA,"italiano, inglese"
1607,2020/2021,2801,Padova,LM/SNT1,Scienze infermieristiche e ostetriche,Scienze Infermieristiche e Ostetriche,PADOVA,PADOVA,""
1608,2020/2021,2801,Padova,LM/SNT2,Scienze riabilitative delle professioni sanitarie,Scienze Riabilitative delle Professioni Sanitarie,PADOVA,PADOVA,""
1609,2020/2021,2801,Padova,LM/SNT3,Scienze delle professioni sanitarie tecniche,Scienze delle Professioni Sanitarie Tecniche Diagnostiche,PADOVA,PADOVA,""
1610,2020/2021,2801,Padova,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,Scienze delle Professioni Sanitarie della Prevenzione,PADOVA,PADOVA,""
1611,2020/2021,2801,Padova,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),Ingegneria Edile-Architettura,PADOVA,PADOVA,""
1612,2020/2021,2801,Padova,LM-85 bis,Scienze della formazione primaria,Scienze della Formazione Primaria,PADOVA,PADOVA,""
1613,2020/2021,3001,Udine,L-01,Beni culturali,Beni Culturali,UDINE,UDINE,""
1614,2020/2021,3001,Udine,L-02,Biotecnologie,Biotecnologie,UDINE,UDINE,""
1615,2020/2021,3001,Udine,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda","Dams - Discipline dell'Audiovisivo, dei Media e dello Spettacolo",GORIZIA,GORIZIA,""
1616,2020/2021,3001,Udine,L-07,Ingegneria civile e ambientale,Ingegneria Civile e Ambientale,UDINE,UDINE,""
1617,2020/2021,3001,Udine,L-08,Ingegneria dell'informazione,Ingegneria Elettronica,UDINE,UDINE,""
1618,2020/2021,3001,Udine,L-08,Ingegneria dell'informazione,Ingegneria Gestionale,UDINE,UDINE,""
1619,2020/2021,3001,Udine,L-09,Ingegneria industriale,Ingegneria Gestionale,UDINE,UDINE,""
1620,2020/2021,3001,Udine,L-09,Ingegneria industriale,Ingegneria Meccanica,UDINE,UDINE,""
1621,2020/2021,3001,Udine,L-09,Ingegneria industriale,Ingegneria Industriale per la Sostenibilita' Ambientale,UDINE,UDINE,""
1622,2020/2021,3001,Udine,L-10,Lettere,Lettere,UDINE,UDINE,""
1623,2020/2021,3001,Udine,L-11,Lingue e culture moderne,Lingue e Letterature Straniere,UDINE,UDINE,""
1624,2020/2021,3001,Udine,L-12,Mediazione linguistica,Mediazione Culturale,UDINE,UDINE,""
1625,2020/2021,3001,Udine,L-14,Scienze dei servizi giuridici,Diritto per le Imprese e le Istituzioni,UDINE,UDINE,""
1626,2020/2021,3001,Udine,L-15,Scienze del turismo,Scienze e Tecniche del Turismo Culturale,UDINE,UDINE,""
1627,2020/2021,3001,Udine,L-17,Scienze dell'architettura,Scienze dell'Architettura,UDINE,UDINE,""
1628,2020/2021,3001,Udine,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,UDINE,UDINE,""
1629,2020/2021,3001,Udine,L-18,Scienze dell'economia e della gestione aziendale,Banca e Finanza,PORDENONE,PORDENONE,""
1630,2020/2021,3001,Udine,L-20,Scienze della comunicazione,Relazioni Pubbliche,GORIZIA,GORIZIA,""
1631,2020/2021,3001,Udine,L-20,Scienze della comunicazione,Scienze e Tecnologie Multimediali,PORDENONE,PORDENONE,""
1632,2020/2021,3001,Udine,L-31,Scienze e tecnologie informatiche,Scienze e Tecnologie Multimediali,PORDENONE,PORDENONE,""
1633,2020/2021,3001,Udine,L-22,Scienze delle attività motorie e sportive,Scienze Motorie,GEMONA DEL FRIULI,UDINE,""
1634,2020/2021,3001,Udine,L-23,Scienze e tecniche dell'edilizia,Tecniche dell'Edilizia e del Territorio,UDINE,UDINE,""
1635,2020/2021,3001,Udine,L-25,Scienze e tecnologie agrarie e forestali,Scienze Agrarie,UDINE,UDINE,""
1636,2020/2021,3001,Udine,L-25,Scienze e tecnologie agrarie e forestali,Viticoltura ed Enologia,UDINE,UDINE,""
1637,2020/2021,3001,Udine,L-26,Scienze e tecnologie alimentari,Scienze e Tecnologie Alimentari,UDINE,UDINE,""
1638,2020/2021,3001,Udine,L-31,Scienze e tecnologie informatiche,Informatica,UDINE,UDINE,""
1639,2020/2021,3001,Udine,L-31,Scienze e tecnologie informatiche,"Internet Of Things, Big Data, Machine Learning",UDINE,UDINE,""
1640,2020/2021,3001,Udine,L-32,Scienze e tecnologie per l'ambiente e la natura,Scienze per l'Ambiente e la Natura,UDINE,UDINE,""
1641,2020/2021,3001,Udine,L-33,Scienze economiche,Economia e Commercio,UDINE,UDINE,""
1642,2020/2021,3001,Udine,L-35,Scienze matematiche,Matematica,UDINE,UDINE,""
1643,2020/2021,3001,Udine,L-38,Scienze zootecniche e tecnologie delle produzioni animali,Allevamento e Salute Animale,UDINE,UDINE,""
1644,2020/2021,3001,Udine,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),PORDENONE,PORDENONE,""
1645,2020/2021,3001,Udine,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),UDINE,UDINE,""
1646,2020/2021,3001,Udine,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),UDINE,UDINE,""
1647,2020/2021,3001,Udine,L/SNT2,Professioni sanitarie della riabilitazione,Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale),UDINE,UDINE,""
1648,2020/2021,3001,Udine,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),UDINE,UDINE,""
1649,2020/2021,3001,Udine,L/SNT4,Professioni sanitarie della prevenzione,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),UDINE,UDINE,""
1650,2020/2021,3001,Udine,L/GASTR,"Scienze, culture e politiche della gastronomia",Scienza e Cultura del Cibo,UDINE,UDINE,""
1651,2020/2021,3001,Udine,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,UDINE,UDINE,""
1652,2020/2021,3001,Udine,LM-04,Architettura e ingegneria edile-architettura,Architettura,UDINE,UDINE,""
1653,2020/2021,3001,Udine,LM-07,Biotecnologie agrarie,Biotecnologie Molecolari,UDINE,UDINE,""
1654,2020/2021,3001,Udine,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",Biotecnologie Molecolari,UDINE,UDINE,""
1655,2020/2021,3001,Udine,LM-14,Filologia moderna,Italianistica,UDINE,UDINE,""
1656,2020/2021,3001,Udine,LM-02,Archeologia,Archeologia e Culture dell'Antichita',UDINE,UDINE,""
1657,2020/2021,3001,Udine,LM-15,"Filologia, letterature e storia dell'antichità",Archeologia e Culture dell'Antichita',UDINE,UDINE,""
1658,2020/2021,3001,Udine,LM-18,Informatica,Comunicazione Multimediale e Tecnologie dell'Informazione,PORDENONE,PORDENONE,""
1659,2020/2021,3001,Udine,LM-19,Informazione e sistemi editoriali,Comunicazione Multimediale e Tecnologie dell'Informazione,PORDENONE,PORDENONE,""
1660,2020/2021,3001,Udine,LM-18,Informatica,Informatica,UDINE,UDINE,""
1661,2020/2021,3001,Udine,LM-18,Informatica,Artificial Intelligence & Cybersecurity,UDINE,UDINE,inglese
1662,2020/2021,3001,Udine,LM-23,Ingegneria civile,Ingegneria Civile,UDINE,UDINE,""
1663,2020/2021,3001,Udine,LM-29,Ingegneria elettronica,Ingegneria Elettronica,UDINE,UDINE,""
1664,2020/2021,3001,Udine,LM-31,Ingegneria gestionale,Ingegneria Gestionale,UDINE,UDINE,""
1665,2020/2021,3001,Udine,LM-33,Ingegneria meccanica,Ingegneria Meccanica,UDINE,UDINE,""
1666,2020/2021,3001,Udine,LM-35,Ingegneria per l'ambiente e il territorio,"Ingegneria per l'Ambiente, il Territorio e la Protezione Civile",UDINE,UDINE,""
1667,2020/2021,3001,Udine,LM-37,Lingue e letterature moderne europee e americane,Lingue e Letterature Europee ed Extraeuropee,UDINE,UDINE,""
1668,2020/2021,3001,Udine,LM-40,Matematica,Matematica,UDINE,UDINE,""
1669,2020/2021,3001,Udine,LM-41,Medicina e chirurgia,Medicina e Chirurgia,UDINE,UDINE,""
1670,2020/2021,3001,Udine,LM-49,Progettazione e gestione dei sistemi turistici,Gestione del Turismo Culturale e degli Eventi,UDINE,UDINE,""
1671,2020/2021,3001,Udine,LM-56,Scienze dell'economia,Economics - Scienze Economiche,UDINE,UDINE,inglese
1672,2020/2021,3001,Udine,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",Comunicazione Integrata per le Imprese e le Organizzazioni,GORIZIA,GORIZIA,""
1673,2020/2021,3001,Udine,LM-63,Scienze delle pubbliche amministrazioni,Diritto per l'Innovazione di Imprese e Pubbliche Amministrazioni,UDINE,UDINE,""
1674,2020/2021,3001,Udine,LM-65,Scienze dello spettacolo e produzione multimediale,Scienze del Patrimonio Audiovisivo e dell'Educazione Ai Media,GORIZIA,GORIZIA,""
1675,2020/2021,3001,Udine,LM-68,Scienze e tecniche dello sport,Scienza dello Sport,UDINE,UDINE,""
1676,2020/2021,3001,Udine,LM-69,Scienze e tecnologie agrarie,"Viticoltura, Enologia e Mercati Vitivinicoli",UDINE,UDINE,""
1677,2020/2021,3001,Udine,LM-69,Scienze e tecnologie agrarie,Scienze e Tecnologie Agrarie,UDINE,UDINE,""
1678,2020/2021,3001,Udine,LM-70,Scienze e tecnologie alimentari,Scienze e Tecnologie Alimentari,UDINE,UDINE,""
1679,2020/2021,3001,Udine,LM-75,Scienze e tecnologie per l'ambiente e il territorio,Analisi e Gestione dell'Ambiente,UDINE,UDINE,""
1680,2020/2021,3001,Udine,LM-77,Scienze economico-aziendali,Banca e Finanza,PORDENONE,PORDENONE,""
1681,2020/2021,3001,Udine,LM-77,Scienze economico-aziendali,Economia Aziendale,UDINE,UDINE,""
1682,2020/2021,3001,Udine,LM-77,Scienze economico-aziendali,"International Marketing, Management And Organization",UDINE,UDINE,inglese
1683,2020/2021,3001,Udine,LM-86,Scienze zootecniche e tecnologie  animali,Allevamento e Benessere Animale,UDINE,UDINE,""
1684,2020/2021,3001,Udine,LM-89,Storia dell'arte,Storia dell'Arte,UDINE,UDINE,""
1685,2020/2021,3001,Udine,LM-94,Traduzione specialistica e interpretariato,Traduzione e Mediazione Culturale,UDINE,UDINE,""
1686,2020/2021,3001,Udine,LM-85 bis,Scienze della formazione primaria,Scienze della Formazione Primaria,UDINE,UDINE,""
1687,2020/2021,3201,Trieste,L-05,Filosofia,Discipline Storiche e Filosofiche,TRIESTE,TRIESTE,""
1688,2020/2021,3201,Trieste,L-42,Storia,Discipline Storiche e Filosofiche,TRIESTE,TRIESTE,""
1689,2020/2021,3201,Trieste,L-07,Ingegneria civile e ambientale,Ingegneria Civile e Ambientale,TRIESTE,TRIESTE,""
1690,2020/2021,3201,Trieste,L-08,Ingegneria dell'informazione,Ingegneria Elettronica e Informatica,TRIESTE,TRIESTE,""
1691,2020/2021,3201,Trieste,L-09,Ingegneria industriale,Ingegneria Navale,TRIESTE,TRIESTE,""
1692,2020/2021,3201,Trieste,L-09,Ingegneria industriale,Ingegneria Industriale,TRIESTE,TRIESTE,""
1693,2020/2021,3201,Trieste,L-10,Lettere,"Lettere Antiche e Moderne, Arti, Comunicazione",TRIESTE,TRIESTE,""
1694,2020/2021,3201,Trieste,L-11,Lingue e culture moderne,Lingue e Letterature Straniere,TRIESTE,TRIESTE,""
1695,2020/2021,3201,Trieste,L-12,Mediazione linguistica,Comunicazione Interlinguistica Applicata,TRIESTE,TRIESTE,""
1696,2020/2021,3201,Trieste,L-12,Mediazione linguistica,Comunicazione Interlinguistica Applicata alle Professioni Giuridiche,TRIESTE,TRIESTE,""
1697,2020/2021,3201,Trieste,L-02,Biotecnologie,Scienze e Tecnologie Biologiche,TRIESTE,TRIESTE,""
1698,2020/2021,3201,Trieste,L-13,Scienze biologiche,Scienze e Tecnologie Biologiche,TRIESTE,TRIESTE,""
1699,2020/2021,3201,Trieste,L-18,Scienze dell'economia e della gestione aziendale,Economia e Gestione Aziendale,TRIESTE,TRIESTE,"italiano, inglese"
1700,2020/2021,3201,Trieste,L-19,Scienze dell'educazione e della formazione,Scienze dell'Educazione,PORTOGRUARO,VENEZIA,""
1701,2020/2021,3201,Trieste,L-24,Scienze e tecniche psicologiche,Scienze e Tecniche Psicologiche,TRIESTE,TRIESTE,""
1702,2020/2021,3201,Trieste,L-27,Scienze e tecnologie chimiche,Chimica,TRIESTE,TRIESTE,""
1703,2020/2021,3201,Trieste,L-30,Scienze e tecnologie fisiche,Fisica,TRIESTE,TRIESTE,""
1704,2020/2021,3201,Trieste,L-31,Scienze e tecnologie informatiche,Intelligenza Artificiale e Data Analytics,TRIESTE,TRIESTE,""
1705,2020/2021,3201,Trieste,L-32,Scienze e tecnologie per l'ambiente e la natura,Scienze e Tecnologie per l'Ambiente e la Natura,TRIESTE,TRIESTE,""
1706,2020/2021,3201,Trieste,L-33,Scienze economiche,Economia Internazionale e Mercati Finanziari,TRIESTE,TRIESTE,"italiano, inglese"
1707,2020/2021,3201,Trieste,L-34,Scienze geologiche,Geologia,TRIESTE,TRIESTE,""
1708,2020/2021,3201,Trieste,L-35,Scienze matematiche,Matematica,TRIESTE,TRIESTE,""
1709,2020/2021,3201,Trieste,L-16,Scienze dell'amministrazione e dell'organizzazione,Scienze Politiche e dell'Amministrazione,TRIESTE,TRIESTE,""
1710,2020/2021,3201,Trieste,L-36,Scienze politiche e delle relazioni internazionali,Scienze Politiche e dell'Amministrazione,TRIESTE,TRIESTE,""
1711,2020/2021,3201,Trieste,L-36,Scienze politiche e delle relazioni internazionali,Scienze Internazionali e Diplomatiche,GORIZIA,GORIZIA,""
1712,2020/2021,3201,Trieste,L-39,Servizio sociale,Servizio Sociale,TRIESTE,TRIESTE,""
1713,2020/2021,3201,Trieste,L-41,Statistica,"Statistica e Informatica per l'Azienda, la Finanza e l'Assicurazione",TRIESTE,TRIESTE,""
1714,2020/2021,3201,Trieste,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),TRIESTE,TRIESTE,""
1715,2020/2021,3201,Trieste,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),TRIESTE,TRIESTE,""
1716,2020/2021,3201,Trieste,L/SNT2,Professioni sanitarie della riabilitazione,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),TRIESTE,TRIESTE,""
1717,2020/2021,3201,Trieste,L/SNT2,Professioni sanitarie della riabilitazione,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),TRIESTE,TRIESTE,""
1718,2020/2021,3201,Trieste,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),TRIESTE,TRIESTE,""
1719,2020/2021,3201,Trieste,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),TRIESTE,TRIESTE,""
1720,2020/2021,3201,Trieste,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",TRIESTE,TRIESTE,""
1721,2020/2021,3201,Trieste,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,TRIESTE,TRIESTE,""
1722,2020/2021,3201,Trieste,LM-06,Biologia,Neuroscienze,TRIESTE,TRIESTE,inglese
1723,2020/2021,3201,Trieste,LM-06,Biologia,Genomica Funzionale,TRIESTE,TRIESTE,"italiano, inglese"
1724,2020/2021,3201,Trieste,LM-06,Biologia,Ecologia dei Cambiamenti Globali,TRIESTE,TRIESTE,"italiano, inglese"
1725,2020/2021,3201,Trieste,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",Biotecnologie Mediche,TRIESTE,TRIESTE,"italiano, inglese"
1726,2020/2021,3201,Trieste,LM-13,Farmacia e farmacia industriale,Farmacia,TRIESTE,TRIESTE,""
1727,2020/2021,3201,Trieste,LM-13,Farmacia e farmacia industriale,Chimica e Tecnologia Farmaceutiche,TRIESTE,TRIESTE,""
1728,2020/2021,3201,Trieste,LM-17,Fisica,Fisica,TRIESTE,TRIESTE,""
1729,2020/2021,3201,Trieste,LM-21,Ingegneria biomedica,Ingegneria Clinica,TRIESTE,TRIESTE,""
1730,2020/2021,3201,Trieste,LM-22,Ingegneria chimica,Ingegneria di Processo e dei Materiali,TRIESTE,TRIESTE,""
1731,2020/2021,3201,Trieste,LM-53,Scienza e ingegneria dei materiali,Ingegneria di Processo e dei Materiali,TRIESTE,TRIESTE,""
1732,2020/2021,3201,Trieste,LM-23,Ingegneria civile,Ingegneria Civile,TRIESTE,TRIESTE,""
1733,2020/2021,3201,Trieste,LM-28,Ingegneria elettrica,Ingegneria dell'Energia Elettrica e dei Sistemi,TRIESTE,TRIESTE,""
1734,2020/2021,3201,Trieste,LM-31,Ingegneria gestionale,Production Engineering And Management - Ingegneria Gestionale per la Produzione,PORDENONE,PORDENONE,inglese
1735,2020/2021,3201,Trieste,LM-32,Ingegneria informatica,Ingegneria Elettronica e Informatica,TRIESTE,TRIESTE,""
1736,2020/2021,3201,Trieste,LM-33,Ingegneria meccanica,Ingegneria Meccanica,TRIESTE,TRIESTE,""
1737,2020/2021,3201,Trieste,LM-34,Ingegneria navale,Ingegneria Navale,TRIESTE,TRIESTE,""
1738,2020/2021,3201,Trieste,LM-37,Lingue e letterature moderne europee e americane,"Lingue, Letterature Straniere e Turismo Culturale",TRIESTE,TRIESTE,""
