_id,AnnoA,AteneoCOD,AteneoNOME,ClasseNUMERO,ClasseNOME,CorsoNOME,SedeC,SedeP,CorsoLingua
1377,2020/2021,2701,Venezia Cà Foscari,LM-53,Scienza e ingegneria dei materiali,Science And Technology Of Bio And Nanomaterials,VENEZIA,VENEZIA,inglese
1378,2020/2021,2701,Venezia Cà Foscari,LM-54,Scienze chimiche,Chimica e Tecnologie Sostenibili,VENEZIA,VENEZIA,"italiano, inglese"
1379,2020/2021,2701,Venezia Cà Foscari,LM-56,Scienze dell'economia,Economia e Finanza,VENEZIA,VENEZIA,"italiano, inglese"
1380,2020/2021,2701,Venezia Cà Foscari,LM-56,Scienze dell'economia,Global Development And Entrepreneurship,TREVISO,TREVISO,inglese
1381,2020/2021,2701,Venezia Cà Foscari,LM-63,Scienze delle pubbliche amministrazioni,Governance delle Organizzazioni Pubbliche,VENEZIA,VENEZIA,""
1382,2020/2021,2701,Venezia Cà Foscari,LM-75,Scienze e tecnologie per l'ambiente e il territorio,Scienze Ambientali,VENEZIA,VENEZIA,"italiano, inglese"
1383,2020/2021,2701,Venezia Cà Foscari,LM-76,Scienze economiche per l'ambiente e la cultura,Economia e Gestione delle Arti e delle Attività Culturali,VENEZIA,VENEZIA,"italiano, inglese"
1384,2020/2021,2701,Venezia Cà Foscari,LM-77,Scienze economico-aziendali,"Amministrazione, Finanza e Controllo",VENEZIA,VENEZIA,""
1385,2020/2021,2701,Venezia Cà Foscari,LM-77,Scienze economico-aziendali,Economia e Gestione delle Aziende,VENEZIA,VENEZIA,""
1386,2020/2021,2701,Venezia Cà Foscari,LM-77,Scienze economico-aziendali,Marketing e Comunicazione,VENEZIA,VENEZIA,""
1387,2020/2021,2701,Venezia Cà Foscari,LM-77,Scienze economico-aziendali,Management,VENEZIA,VENEZIA,inglese
1388,2020/2021,2701,Venezia Cà Foscari,LM-78,Scienze filosofiche,Scienze Filosofiche,VENEZIA,VENEZIA,""
1389,2020/2021,2701,Venezia Cà Foscari,LM-81,Scienze per la cooperazione allo sviluppo,Crossing The Mediterranean: Towards Investment And Integration (Mim),VENEZIA,VENEZIA,""
1390,2020/2021,2701,Venezia Cà Foscari,LM-84,Scienze storiche,Storia Dal Medioevo all'Età Contemporanea,VENEZIA,VENEZIA,""
1391,2020/2021,2701,Venezia Cà Foscari,LM-87,Servizio sociale e politiche sociali,"Lavoro, Cittadinanza Sociale, Interculturalità",VENEZIA,VENEZIA,""
1392,2020/2021,2701,Venezia Cà Foscari,LM-89,Storia dell'arte,Storia delle Arti e Conservazione dei Beni Artistici,VENEZIA,VENEZIA,""
1393,2020/2021,2701,Venezia Cà Foscari,LM-91,Tecniche e metodi per la societa dell'informazione,Data Analytics For Business And Society,VENEZIA,VENEZIA,inglese
1394,2020/2021,2701,Venezia Cà Foscari,LM-94,Traduzione specialistica e interpretariato,"Interpretariato e Traduzione Editoriale, Settoriale",TREVISO,TREVISO,""
1395,2020/2021,2702,Venezia Iuav,L-04,Disegno industriale,Design della Moda e Arti Multimediali,VENEZIA,VENEZIA,""
1396,2020/2021,2702,Venezia Iuav,L-04,Disegno industriale,Disegno Industriale e Multimedia,VENEZIA,VENEZIA,""
1397,2020/2021,2702,Venezia Iuav,L-17,Scienze dell'architettura,Architettura,VENEZIA,VENEZIA,""
1398,2020/2021,2702,Venezia Iuav,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",Urbanistica e Pianificazione del Territorio,VENEZIA,VENEZIA,""
1399,2020/2021,2702,Venezia Iuav,LM-04,Architettura e ingegneria edile-architettura,Architettura,VENEZIA,VENEZIA,""
1400,2020/2021,2702,Venezia Iuav,LM-04,Architettura e ingegneria edile-architettura,Architecture,VENEZIA,VENEZIA,inglese
1401,2020/2021,2702,Venezia Iuav,LM-12,Design,Design del Prodotto e della Comunicazione Visiva,VENEZIA,VENEZIA,""
1402,2020/2021,2702,Venezia Iuav,LM-48,Pianificazione territoriale urbanistica e ambientale,"Pianificazione e Politiche per la Città, il Territorio e l'Ambiente",VENEZIA,VENEZIA,""
1403,2020/2021,2702,Venezia Iuav,LM-65,Scienze dello spettacolo e produzione multimediale,Arti Visive e Moda,VENEZIA,VENEZIA,""
1404,2020/2021,2702,Venezia Iuav,LM-65,Scienze dello spettacolo e produzione multimediale,Teatro e Arti Performative,VENEZIA,VENEZIA,""
1405,2020/2021,2801,Padova,L-01,Beni culturali,Storia e Tutela dei Beni Artistici e Musicali,PADOVA,PADOVA,""
1406,2020/2021,2801,Padova,L-01,Beni culturali,Archeologia,PADOVA,PADOVA,""
1407,2020/2021,2801,Padova,L-02,Biotecnologie,Biotecnologie,PADOVA,PADOVA,""
1408,2020/2021,2801,Padova,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda","Discipline delle Arti, della Musica e dello Spettacolo",PADOVA,PADOVA,""
1409,2020/2021,2801,Padova,L-05,Filosofia,Filosofia,PADOVA,PADOVA,""
1410,2020/2021,2801,Padova,L-07,Ingegneria civile e ambientale,Ingegneria Civile,PADOVA,PADOVA,""
1411,2020/2021,2801,Padova,L-07,Ingegneria civile e ambientale,Ingegneria per l'Ambiente e il Territorio,PADOVA,PADOVA,""
1412,2020/2021,2801,Padova,L-08,Ingegneria dell'informazione,Ingegneria Informatica,PADOVA,PADOVA,""
1413,2020/2021,2801,Padova,L-08,Ingegneria dell'informazione,Ingegneria Elettronica,PADOVA,PADOVA,""
1414,2020/2021,2801,Padova,L-08,Ingegneria dell'informazione,Ingegneria dell'Informazione,PADOVA,PADOVA,""
1415,2020/2021,2801,Padova,L-08,Ingegneria dell'informazione,Ingegneria Meccatronica,VICENZA,VICENZA,""
1416,2020/2021,2801,Padova,L-08,Ingegneria dell'informazione,Ingegneria Biomedica,PADOVA,PADOVA,""
1417,2020/2021,2801,Padova,L-09,Ingegneria industriale,Ingegneria Biomedica,PADOVA,PADOVA,""
1418,2020/2021,2801,Padova,L-09,Ingegneria industriale,Ingegneria Gestionale,VICENZA,VICENZA,""
1419,2020/2021,2801,Padova,L-09,Ingegneria industriale,Ingegneria Meccanica,PADOVA,PADOVA,""
1420,2020/2021,2801,Padova,L-09,Ingegneria industriale,Ingegneria dell'Energia,PADOVA,PADOVA,""
1421,2020/2021,2801,Padova,L-09,Ingegneria industriale,Ingegneria Aerospaziale,PADOVA,PADOVA,""
1422,2020/2021,2801,Padova,L-09,Ingegneria industriale,Ingegneria Chimica e dei Materiali,PADOVA,PADOVA,""
1423,2020/2021,2801,Padova,L-09,Ingegneria industriale,Ingegneria dell'Innovazione del Prodotto,VICENZA,VICENZA,""
1424,2020/2021,2801,Padova,L-10,Lettere,Lettere,PADOVA,PADOVA,""
1425,2020/2021,2801,Padova,L-11,Lingue e culture moderne,"Lingue, Letterature e Mediazione Culturale",PADOVA,PADOVA,""
1426,2020/2021,2801,Padova,L-12,Mediazione linguistica,"Lingue, Letterature e Mediazione Culturale",PADOVA,PADOVA,""
1427,2020/2021,2801,Padova,L-13,Scienze biologiche,Biologia,PADOVA,PADOVA,""
1428,2020/2021,2801,Padova,L-13,Scienze biologiche,Biologia Molecolare,PADOVA,PADOVA,""
1429,2020/2021,2801,Padova,L-14,Scienze dei servizi giuridici,Consulente del Lavoro,PADOVA,PADOVA,""
1430,2020/2021,2801,Padova,L-14,Scienze dei servizi giuridici,Diritto dell'Economia,ROVIGO,ROVIGO,""
1431,2020/2021,2801,Padova,L-14,Scienze dei servizi giuridici,Diritto e Tecnologia,PADOVA,PADOVA,""
1432,2020/2021,2801,Padova,L-15,Scienze del turismo,Progettazione e Gestione del Turismo Culturale,PADOVA,PADOVA,""
1433,2020/2021,2801,Padova,L-18,Scienze dell'economia e della gestione aziendale,Economia,PADOVA,PADOVA,""
1434,2020/2021,2801,Padova,L-19,Scienze dell'educazione e della formazione,Scienze dell'Educazione e della Formazione,PADOVA,PADOVA,""
1435,2020/2021,2801,Padova,L-19,Scienze dell'educazione e della formazione,Scienze dell'Educazione e della Formazione,ROVIGO,ROVIGO,""
1436,2020/2021,2801,Padova,L-20,Scienze della comunicazione,Comunicazione,PADOVA,PADOVA,""
1437,2020/2021,2801,Padova,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",Riassetto del Territorio e Tutela del Paesaggio,LEGNARO,PADOVA,""
1438,2020/2021,2801,Padova,L-22,Scienze delle attività motorie e sportive,Scienze Motorie,PADOVA,PADOVA,""
1439,2020/2021,2801,Padova,L-23,Scienze e tecniche dell'edilizia,Tecniche e Gestione dell'Edilizia e del Territorio,PADOVA,PADOVA,""
1440,2020/2021,2801,Padova,L-24,Scienze e tecniche psicologiche,Scienze Psicologiche Cognitive e Psicobiologiche,PADOVA,PADOVA,""
1441,2020/2021,2801,Padova,L-24,Scienze e tecniche psicologiche,Scienze Psicologiche Sociali e del Lavoro,PADOVA,PADOVA,""
1442,2020/2021,2801,Padova,L-24,Scienze e tecniche psicologiche,"Scienze Psicologiche dello Sviluppo, della Personalità e delle Relazioni Interpersonali",PADOVA,PADOVA,""
1443,2020/2021,2801,Padova,L-24,Scienze e tecniche psicologiche,Scienze e Tecniche Psicologiche,PADOVA,PADOVA,""
1444,2020/2021,2801,Padova,L-24,Scienze e tecniche psicologiche,Psychological Science,PADOVA,PADOVA,inglese
1445,2020/2021,2801,Padova,L-25,Scienze e tecnologie agrarie e forestali,Tecnologie Forestali e Ambientali,LEGNARO,PADOVA,""
1446,2020/2021,2801,Padova,L-25,Scienze e tecnologie agrarie e forestali,Scienze e Tecnologie Agrarie,LEGNARO,PADOVA,""
1447,2020/2021,2801,Padova,L-25,Scienze e tecnologie agrarie e forestali,Scienze e Tecnologie Viticole ed Enologiche,CONEGLIANO,TREVISO,""
1448,2020/2021,2801,Padova,L-25,Scienze e tecnologie agrarie e forestali,Tecnica e Gestione delle Produzioni Biologiche Vegetali,LEGNARO,PADOVA,""
1449,2020/2021,2801,Padova,L-26,Scienze e tecnologie alimentari,Scienze e Tecnologie Alimentari,LEGNARO,PADOVA,""
1450,2020/2021,2801,Padova,L-27,Scienze e tecnologie chimiche,Chimica,PADOVA,PADOVA,""
1451,2020/2021,2801,Padova,L-27,Scienze e tecnologie chimiche,Chimica Industriale,PADOVA,PADOVA,""
1452,2020/2021,2801,Padova,L-27,Scienze e tecnologie chimiche,Scienza dei Materiali,PADOVA,PADOVA,""
1453,2020/2021,2801,Padova,L-29,Scienze e tecnologie farmaceutiche,Scienze Farmaceutiche Applicate,PADOVA,PADOVA,""
1454,2020/2021,2801,Padova,L-30,Scienze e tecnologie fisiche,Astronomia,PADOVA,PADOVA,""
1455,2020/2021,2801,Padova,L-30,Scienze e tecnologie fisiche,Fisica,PADOVA,PADOVA,""
1456,2020/2021,2801,Padova,L-30,Scienze e tecnologie fisiche,Ottica e Optometria,PADOVA,PADOVA,""
1457,2020/2021,2801,Padova,L-31,Scienze e tecnologie informatiche,Informatica,PADOVA,PADOVA,""
1458,2020/2021,2801,Padova,L-32,Scienze e tecnologie per l'ambiente e la natura,Scienze Naturali,PADOVA,PADOVA,""
1459,2020/2021,2801,Padova,L-32,Scienze e tecnologie per l'ambiente e la natura,Scienze e Tecnologie per l'Ambiente,PADOVA,PADOVA,""
1460,2020/2021,2801,Padova,L-34,Scienze geologiche,Scienze Geologiche,PADOVA,PADOVA,""
1461,2020/2021,2801,Padova,L-35,Scienze matematiche,Matematica,PADOVA,PADOVA,""
1462,2020/2021,2801,Padova,L-36,Scienze politiche e delle relazioni internazionali,"Scienze Politiche, Relazioni Internazionali, Diritti Umani",PADOVA,PADOVA,""
1463,2020/2021,2801,Padova,L-36,Scienze politiche e delle relazioni internazionali,Scienze Politiche,PADOVA,PADOVA,""
1464,2020/2021,2801,Padova,L-38,Scienze zootecniche e tecnologie delle produzioni animali,Scienze e Tecnologie Animali,LEGNARO,PADOVA,""
1465,2020/2021,2801,Padova,L-26,Scienze e tecnologie alimentari,Sicurezza Igienico-Sanitaria degli Alimenti,VICENZA,VICENZA,""
1466,2020/2021,2801,Padova,L-38,Scienze zootecniche e tecnologie delle produzioni animali,Sicurezza Igienico-Sanitaria degli Alimenti,VICENZA,VICENZA,""
1467,2020/2021,2801,Padova,L-38,Scienze zootecniche e tecnologie delle produzioni animali,Animal Care,LEGNARO,PADOVA,inglese
1468,2020/2021,2801,Padova,L-39,Servizio sociale,Servizio Sociale,PADOVA,PADOVA,""
1469,2020/2021,2801,Padova,L-40,Sociologia,Scienze Sociologiche,PADOVA,PADOVA,""
1470,2020/2021,2801,Padova,L-41,Statistica,Statistica per l'Economia e l'Impresa,PADOVA,PADOVA,""
1471,2020/2021,2801,Padova,L-41,Statistica,Statistica per le Tecnologie e le Scienze,PADOVA,PADOVA,""
1472,2020/2021,2801,Padova,L-42,Storia,Storia,PADOVA,PADOVA,""
1473,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),PADOVA,PADOVA,""
1474,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),TREVISO,TREVISO,""
1475,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),VICENZA,VICENZA,""
1476,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),FELTRE,BELLUNO,""
1477,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),MONSELICE,PADOVA,""
1478,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),MONTECCHIO PRECALCINO,VICENZA,""
1479,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),PADOVA,PADOVA,""
1480,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),PORTOGRUARO,VENEZIA,""
1481,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),ROVIGO,ROVIGO,""
1482,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),TREVISO,TREVISO,""
1483,2020/2021,2801,Padova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),VENEZIA,VENEZIA,""
1484,2020/2021,2801,Padova,L/SNT2,Professioni sanitarie della riabilitazione,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),PADOVA,PADOVA,""
1485,2020/2021,2801,Padova,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),CONEGLIANO,TREVISO,""
1486,2020/2021,2801,Padova,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),PADOVA,PADOVA,""
1487,2020/2021,2801,Padova,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),SANTORSO,VICENZA,""
1488,2020/2021,2801,Padova,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),VENEZIA,VENEZIA,""
1489,2020/2021,2801,Padova,L/SNT2,Professioni sanitarie della riabilitazione,Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale),CONEGLIANO,TREVISO,""
1490,2020/2021,2801,Padova,L/SNT2,Professioni sanitarie della riabilitazione,Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia),PADOVA,PADOVA,""
1491,2020/2021,2801,Padova,L/SNT2,Professioni sanitarie della riabilitazione,Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva),PADOVA,PADOVA,""
1492,2020/2021,2801,Padova,L/SNT2,Professioni sanitarie della riabilitazione,Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale),ROVIGO,ROVIGO,""
1493,2020/2021,2801,Padova,L/SNT2,Professioni sanitarie della riabilitazione,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),ROVIGO,ROVIGO,""
1494,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),PADOVA,PADOVA,""
1495,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),PADOVA,PADOVA,""
1496,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),PADOVA,PADOVA,""
1497,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),TREVISO,TREVISO,""
1498,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",PADOVA,PADOVA,""
1499,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",ROVIGO,ROVIGO,""
1500,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",TREVISO,TREVISO,""
1501,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",VICENZA,VICENZA,""
1502,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia),PADOVA,PADOVA,""
1503,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),TREVISO,TREVISO,""
1504,2020/2021,2801,Padova,L/SNT3,Professioni sanitarie tecniche,Tecniche Audiometriche (Abilitante alla Professione Sanitaria di Audiometrista),VENEZIA,VENEZIA,""
1505,2020/2021,2801,Padova,L/SNT4,Professioni sanitarie della prevenzione,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),CONEGLIANO,TREVISO,""
1506,2020/2021,2801,Padova,L/SNT4,Professioni sanitarie della prevenzione,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),FELTRE,BELLUNO,""
1507,2020/2021,2801,Padova,L/SNT4,Professioni sanitarie della prevenzione,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),PADOVA,PADOVA,""
1508,2020/2021,2801,Padova,L/GASTR,"Scienze, culture e politiche della gastronomia",Scienze e Cultura della Gastronomia,LEGNARO,PADOVA,""
1509,2020/2021,2801,Padova,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,PADOVA,PADOVA,""
1510,2020/2021,2801,Padova,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,TREVISO,TREVISO,""
1511,2020/2021,2801,Padova,LM-02,Archeologia,Scienze Archeologiche,PADOVA,PADOVA,""
1512,2020/2021,2801,Padova,LM-06,Biologia,Biologia Evoluzionistica,PADOVA,PADOVA,""
1513,2020/2021,2801,Padova,LM-06,Biologia,Biologia Marina,CHIOGGIA,VENEZIA,""
1514,2020/2021,2801,Padova,LM-06,Biologia,Molecular Biology,PADOVA,PADOVA,inglese
1515,2020/2021,2801,Padova,LM-06,Biologia,Biologia Sanitaria,PADOVA,PADOVA,""
1516,2020/2021,2801,Padova,LM-08,Biotecnologie industriali,Biotecnologie Industriali,PADOVA,PADOVA,""
1517,2020/2021,2801,Padova,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",Pharmaceutical Biotechnologies - Biotecnologie Farmaceutiche,PADOVA,PADOVA,inglese
1518,2020/2021,2801,Padova,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",Biotecnologie per l'Alimentazione,LEGNARO,PADOVA,""
1519,2020/2021,2801,Padova,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",Medical Biotechnologies,PADOVA,PADOVA,inglese
1520,2020/2021,2801,Padova,LM-13,Farmacia e farmacia industriale,Farmacia,PADOVA,PADOVA,""
1521,2020/2021,2801,Padova,LM-13,Farmacia e farmacia industriale,Chimica e Tecnologia Farmaceutiche,PADOVA,PADOVA,""
1522,2020/2021,2801,Padova,LM-14,Filologia moderna,Filologia Moderna,PADOVA,PADOVA,""
1523,2020/2021,2801,Padova,LM-14,Filologia moderna,Filologia Moderna - Francesistica e Italianistica,PADOVA,PADOVA,""
1524,2020/2021,2801,Padova,LM-15,"Filologia, letterature e storia dell'antichità",Lettere Classiche e Storia Antica,PADOVA,PADOVA,""
1525,2020/2021,2801,Padova,LM-17,Fisica,Physics,PADOVA,PADOVA,inglese
1526,2020/2021,2801,Padova,LM-17,Fisica,Physics Of Data,PADOVA,PADOVA,inglese
1527,2020/2021,2801,Padova,LM-17,Fisica,Astrophysics And Cosmology,PADOVA,PADOVA,inglese
1528,2020/2021,2801,Padova,LM-58,Scienze dell'universo,Astrophysics And Cosmology,PADOVA,PADOVA,inglese
1529,2020/2021,2801,Padova,LM-18,Informatica,Informatica,PADOVA,PADOVA,""
1530,2020/2021,2801,Padova,LM-20,Ingegneria aerospaziale e astronautica,Ingegneria Aerospaziale,PADOVA,PADOVA,""
1531,2020/2021,2801,Padova,LM-21,Ingegneria biomedica,Bioingegneria,PADOVA,PADOVA,""
1532,2020/2021,2801,Padova,LM-22,Ingegneria chimica,Ingegneria Chimica e dei Processi Industriali,PADOVA,PADOVA,""
1533,2020/2021,2801,Padova,LM-23,Ingegneria civile,Ingegneria Civile,PADOVA,PADOVA,""
1534,2020/2021,2801,Padova,LM-25,Ingegneria dell'automazione,Ingegneria Meccatronica,VICENZA,VICENZA,""
1535,2020/2021,2801,Padova,LM-25,Ingegneria dell'automazione,Control Systems Engineering,PADOVA,PADOVA,inglese
1536,2020/2021,2801,Padova,LM-26,Ingegneria della sicurezza,Ingegneria della Sicurezza Civile e Industriale,PADOVA,PADOVA,""
1537,2020/2021,2801,Padova,LM-27,Ingegneria delle telecomunicazioni,Ict For Internet And Multimedia - Ingegneria per le Comunicazioni Multimediali e Internet,PADOVA,PADOVA,inglese
1538,2020/2021,2801,Padova,LM-28,Ingegneria elettrica,Ingegneria dell'Energia Elettrica,PADOVA,PADOVA,""
1539,2020/2021,2801,Padova,LM-29,Ingegneria elettronica,Ingegneria Elettronica,PADOVA,PADOVA,""
1540,2020/2021,2801,Padova,LM-30,Ingegneria energetica e nucleare,Ingegneria Energetica,PADOVA,PADOVA,""
1541,2020/2021,2801,Padova,LM-31,Ingegneria gestionale,Ingegneria Gestionale,VICENZA,VICENZA,""
1542,2020/2021,2801,Padova,LM-32,Ingegneria informatica,Computer Engineering,PADOVA,PADOVA,inglese
1543,2020/2021,2801,Padova,LM-33,Ingegneria meccanica,Ingegneria Meccanica,PADOVA,PADOVA,""
1544,2020/2021,2801,Padova,LM-33,Ingegneria meccanica,Ingegneria dell'Innovazione del Prodotto,VICENZA,VICENZA,""
1545,2020/2021,2801,Padova,LM-35,Ingegneria per l'ambiente e il territorio,Environmental Engineering,PADOVA,PADOVA,inglese
1546,2020/2021,2801,Padova,LM-37,Lingue e letterature moderne europee e americane,Lingue e Letterature Europee e Americane,PADOVA,PADOVA,""
1547,2020/2021,2801,Padova,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,Lingue Moderne per la Comunicazione e la Cooperazione Internazionale,PADOVA,PADOVA,""
1548,2020/2021,2801,Padova,LM-39,Linguistica,Linguistica,PADOVA,PADOVA,""
1549,2020/2021,2801,Padova,LM-40,Matematica,Matematica,PADOVA,PADOVA,""
1550,2020/2021,2801,Padova,LM-41,Medicina e chirurgia,Medicina e Chirurgia,PADOVA,PADOVA,"italiano, inglese"
1551,2020/2021,2801,Padova,LM-41,Medicina e chirurgia,Medicine And Surgery,PADOVA,PADOVA,inglese
1552,2020/2021,2801,Padova,LM-41,Medicina e chirurgia,Medicina e Chirurgia,TREVISO,TREVISO,"italiano, inglese"
1553,2020/2021,2801,Padova,LM-42,Medicina veterinaria,Medicina Veterinaria,LEGNARO,PADOVA,""
1554,2020/2021,2801,Padova,LM-44,Modellistica matematico-fisica per l'ingegneria,Mathematical Engineering,PADOVA,PADOVA,inglese
1555,2020/2021,2801,Padova,LM-46,Odontoiatria e protesi dentaria,Odontoiatria e Protesi Dentaria,PADOVA,PADOVA,""
1556,2020/2021,2801,Padova,LM-50,Programmazione e gestione dei servizi educativi,Management dei Servizi Educativi e Formazione Continua,ROVIGO,ROVIGO,""
1557,2020/2021,2801,Padova,LM-57,Scienze dell'educazione degli adulti e della formazione continua,Management dei Servizi Educativi e Formazione Continua,ROVIGO,ROVIGO,""
1558,2020/2021,2801,Padova,LM-51,Psicologia,Psicologia Cognitiva Applicata,PADOVA,PADOVA,""
1559,2020/2021,2801,Padova,LM-51,Psicologia,"Psicologia di Comunita', della Promozione del Benessere e del Cambiamento Sociale",PADOVA,PADOVA,""
1560,2020/2021,2801,Padova,LM-51,Psicologia,Neuroscienze e Riabilitazione Neuropsicologica,PADOVA,PADOVA,""
1561,2020/2021,2801,Padova,LM-51,Psicologia,Psicologia Clinica,PADOVA,PADOVA,""
1562,2020/2021,2801,Padova,LM-51,Psicologia,"Psicologia Sociale, del Lavoro e della Comunicazione",PADOVA,PADOVA,""
1563,2020/2021,2801,Padova,LM-51,Psicologia,Psicologia Clinico-Dinamica,PADOVA,PADOVA,""
1564,2020/2021,2801,Padova,LM-51,Psicologia,Psicologia dello Sviluppo e dell'Educazione,PADOVA,PADOVA,""
1565,2020/2021,2801,Padova,LM-51,Psicologia,Cognitive Neuroscience And Clinical Neuropsychology,PADOVA,PADOVA,inglese
1566,2020/2021,2801,Padova,LM-51,Psicologia,Psicologia Clinica dello Sviluppo,PADOVA,PADOVA,""
1567,2020/2021,2801,Padova,LM-52,Relazioni internazionali,Human Rights And Multi-Level Governance,PADOVA,PADOVA,inglese
1568,2020/2021,2801,Padova,LM-52,Relazioni internazionali,Relazioni Internazionali e Diplomazia,PADOVA,PADOVA,""
1569,2020/2021,2801,Padova,LM-53,Scienza e ingegneria dei materiali,Scienza dei Materiali,PADOVA,PADOVA,""
1570,2020/2021,2801,Padova,LM-53,Scienza e ingegneria dei materiali,Ingegneria dei Materiali,PADOVA,PADOVA,""
1571,2020/2021,2801,Padova,LM-54,Scienze chimiche,Chimica,PADOVA,PADOVA,""
